mouse_strain,C57BL
parameter_name,Shape of ribcage
parameter_id,IMPC_XRY_059_001
gene_accession_id,MGI:97518
mouse_life_stage,Early adult
analysis_id,77tz19epqucqfd2
pvalue,0.7066699
gene_symbol,Cdk18
