gene_symbol,Dcaf10
mouse_life_stage,Early adult
parameter_name,Coat colouration
gene_accession_id,MGI:2140179
mouse_strain,C57BL
parameter_id,M-G-P_026_001_004
analysis_id,ea5t4a2966le88o
pvalue,0.8823634
