parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
analysis_id,624j58e6806e6v2
gene_symbol,Inpp1
pvalue,0.2053188
mouse_strain,129SV
