mouse_life_stage,Early adult
pvalue,0.9862131
parameter_id,IMPC_EYE_024_001
mouse_strain,C57BL
gene_symbol,Cntfr
parameter_name,Retinal Blood Vessels
analysis_id,36jipo90ebn9bp5
gene_accession_id,MGI:99605
