gene_symbol,Cmpk1
mouse_life_stage,Early adult
pvalue,0.8074993
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:1913838
mouse_strain,C57BL
parameter_id,MGP_CSD_030_001
analysis_id,9f61w476h09c1jt
