gene_symbol,Fgb
analysis_id,k2f5ow436k0d215
gene_accession_id,MGI:99501
parameter_name,Effector CD8+ T cells - % of CD45+
pvalue,0.696697
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_id,MGP_IMM_081_001
