gene_symbol,Hnf4a
parameter_id,JAXLA_EYE_092_001
analysis_id,ctkxw22csqf555p
mouse_strain,C57BL
pvalue,0.7057313
gene_accession_id,MGI:109128
mouse_life_stage,Late adult
parameter_name,Retina (combined)
