mouse_strain,129SV
mouse_life_stage,Early adult
analysis_id,f1z4rhem5550194
pvalue,0.5007026
parameter_id,IMPC_CBC_013_001
gene_accession_id,MGI:2385884
parameter_name,Alanine aminotransferase
gene_symbol,Ddx27
