mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,MGP_IMM_016_001
analysis_id,bf6g76g0buz3h58
gene_accession_id,MGI:2446186
parameter_name,Naive CD8+ T cells - % of CD8+
gene_symbol,Lpgat1
pvalue,0.3873233
