parameter_name,Phosphorus
gene_symbol,F2
mouse_strain,C57BL
parameter_id,IMPC_CBC_010_001
analysis_id,6ox6b14x95lk87n
pvalue,0.114046
gene_accession_id,MGI:88380
mouse_life_stage,Early adult
