gene_symbol,Sass6
mouse_strain,C57BL
parameter_id,IMPC_CBC_006_001
parameter_name,Total protein
mouse_life_stage,E12.5
gene_accession_id,MGI:1920026
analysis_id,8it83966rw78i38
pvalue,0.8523815
