parameter_id,IMPC_IMM_006_001
analysis_id,q3cc099p3gj765f
gene_accession_id,MGI:95576
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Fpgs
pvalue,0.9757316
parameter_name,Others
