parameter_id,IMPC_ECH_003_001
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_name,Stroke Volume
pvalue,0.7838747
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
analysis_id,5013cr8ydj97gi5
