gene_accession_id,MGI:97838
gene_symbol,Eprs1
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,MGP_IMM_016_001
pvalue,0.6861884
parameter_name,Naive CD8+ T cells - % of CD8+
analysis_id,0wt9o65tvkz8k2n
