gene_symbol,Bmi1
parameter_name,Total bilirubin
pvalue,0.5953681
parameter_id,IMPC_CBC_008_001
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,1n90pu0p43dmlsm
gene_accession_id,MGI:88174
