parameter_name,Periphery distance travelled
parameter_id,HRWLLA_OFD_010_001
gene_symbol,Snap23
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
pvalue,0.2387844
analysis_id,m771z4d099vc4ah
