gene_symbol,Tnfsf8
mouse_life_stage,Early adult
pvalue,0.8554951
mouse_strain,C57BL
gene_accession_id,MGI:88328
parameter_name,Potassium
analysis_id,8dmip69dx64ieag
parameter_id,GMC_906_001_005
