parameter_name,HR
analysis_id,pr2dktct72k904p
pvalue,0.1680111
gene_symbol,Bcs1l
gene_accession_id,MGI:1914071
parameter_id,JAXLA_ECG_002_001
mouse_life_stage,E12.5
mouse_strain,C57BL
