gene_symbol,Cdin1
gene_accession_id,MGI:3026886
pvalue,0.802442
parameter_name,Ulna
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,91r36o9f59d6ys6
parameter_id,IMPC_XRY_023_001
