parameter_name,Distance travelled - total
mouse_strain,C57BL
parameter_id,IMPC_OFD_020_001
gene_accession_id,MGI:96757
analysis_id,a6fl31bom9gd5j1
gene_symbol,Lcn2
pvalue,0.4081328
mouse_life_stage,Early adult
