parameter_name,Startle response
mouse_life_stage,Early adult
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
analysis_id,0jzvf7nt115ldsi
parameter_id,IMPC_CSD_036_001
pvalue,0.8587529
mouse_strain,C57BL
