parameter_name,Vocalization
gene_accession_id,MGI:2443129
analysis_id,sr581urtd43vm1d
parameter_id,IMPC_CSD_078_001
gene_symbol,Golm2
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.8103295
