parameter_id,JAXLA_CSD_022_001
parameter_name,Hindlimbs - size
gene_accession_id,MGI:1931749
mouse_strain,C57BL
analysis_id,rb4daxvs442dc7a
mouse_life_stage,Early adult
gene_symbol,Pum1
pvalue,0.07213177
