parameter_id,M-G-P_009_001_003
mouse_life_stage,Early adult
analysis_id,6p173oy19ff1az5
pvalue,0.4333097
gene_accession_id,MGI:1338022
parameter_name,Body weight
gene_symbol,Opn3
mouse_strain,C57BL
