parameter_id,IMPC_HEM_027_001
gene_accession_id,MGI:1913483
mouse_life_stage,E9.5
parameter_name,Red blood cell distribution width
gene_symbol,Dmap1
pvalue,0.28174
mouse_strain,C57BL
analysis_id,n54r33093792e64
