parameter_name,Eye
gene_symbol,Eprs1
gene_accession_id,MGI:97838
mouse_life_stage,Early adult
pvalue,0.09467494
mouse_strain,C57BL
parameter_id,M-G-P_013_001_001
analysis_id,d3z0g8i4k041g73
