parameter_id,M-G-P_014_001_001
parameter_name,Eye
pvalue,0.6016769
mouse_life_stage,Early adult
gene_accession_id,MGI:3650254
mouse_strain,C57BL
analysis_id,3f19q78telcnl6h
gene_symbol,Zfp683
