gene_symbol,Snap23
parameter_id,IMPC_GPP_004_001
gene_accession_id,MGI:109356
analysis_id,qx67hp54sv1861r
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Placenta Size
pvalue,0.2322528
