gene_symbol,Jun
parameter_name,Hindlimb digit - size
gene_accession_id,MGI:96646
mouse_strain,C57BL
mouse_life_stage,E15.5
parameter_id,IMPC_CSD_047_001
pvalue,0.4562322
analysis_id,hhj15om6vc51631
