gene_symbol,Col11a1
parameter_name,Humerus
mouse_strain,C57BL
mouse_life_stage,E18.5
gene_accession_id,MGI:88446
parameter_id,IMPC_XRY_021_001
analysis_id,1oa6t9a1z14625b
pvalue,0.8085252
