gene_accession_id,MGI:3522699
gene_symbol,Trpa1
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_IMM_022_001
pvalue,0.7591065
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,3bkx0p0f0we4829
