parameter_id,MGP_MLN_091_001
analysis_id,8r4dcu9fp27y3cd
gene_accession_id,MGI:2444554
parameter_name,Effector NK cells - % of CD45+
pvalue,0.9118635
mouse_strain,C57BL
mouse_life_stage,E15.5
gene_symbol,Mapkap1
