gene_symbol,Jun
mouse_life_stage,E15.5
parameter_id,ESLIM_008_001_017
analysis_id,49gu9vuen01160u
parameter_name,Limb grasping
pvalue,0.7504654
mouse_strain,C57BL
gene_accession_id,MGI:96646
