gene_symbol,Hspa5
parameter_name,Radius
parameter_id,IMPC_XRY_022_001
mouse_life_stage,E12.5
analysis_id,2iu5ui10606f030
gene_accession_id,MGI:95835
mouse_strain,C57BL
pvalue,0.1747762
