mouse_strain,C57BL
analysis_id,y46b1o9440ehpmj
parameter_id,HMGULA_CBC_015_001
gene_accession_id,MGI:1923959
parameter_name,Total cholesterol
pvalue,0.6547225
gene_symbol,Arpc2
mouse_life_stage,Early adult
