parameter_id,IMPC_CSD_078_001
mouse_strain,C57BL
gene_symbol,Ivd
gene_accession_id,MGI:1929242
analysis_id,8594qa5o2885p15
parameter_name,Vocalization
pvalue,0.6281696
mouse_life_stage,Early adult
