gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_name,Aspartate aminotransferase
parameter_id,IMPC_CBC_012_001
mouse_strain,C57BL
pvalue,0.516566
mouse_life_stage,Late adult
analysis_id,989gyy00ki1t0y4
