gene_symbol,Ninl
mouse_life_stage,Early adult
pvalue,0.3445183
mouse_strain,129SV
analysis_id,uypi08j92qei6wn
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
gene_accession_id,MGI:1925427
