gene_symbol,Ivd
parameter_name,Ly6Clow monocyte percentage
parameter_id,MGP_PBI_018_001
gene_accession_id,MGI:1929242
pvalue,0.5174587
mouse_strain,C57BL
analysis_id,9q65f2jnt6ae41b
mouse_life_stage,Early adult
