gene_symbol,Wars2
parameter_id,MGP_CSD_008_001
gene_accession_id,MGI:1917810
analysis_id,c71m1cnk8y48bhn
pvalue,0.6415595
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_name,Startle response
