gene_symbol,Mecom
mouse_life_stage,E15.5
gene_accession_id,MGI:95457
parameter_name,Alanine aminotransferase
analysis_id,sy6k51a467h786h
parameter_id,IMPC_CBC_013_001
mouse_strain,C57BL
pvalue,0.1427229
