parameter_id,IMPC_CSD_051_002
gene_accession_id,MGI:2685266
pvalue,0.6233603
analysis_id,5p58v4tjw8246k8
parameter_name,Hindlimb nail - number
gene_symbol,Pglyrp3
mouse_life_stage,Early adult
mouse_strain,C57BL
