gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_name,PP1 + pulse startle magnitude
pvalue,0.8085231
analysis_id,7c39el63v6q3oo1
mouse_strain,C57BL
gene_accession_id,MGI:1923959
parameter_id,ESLIM_011_001_007
