mouse_strain,C57BL
parameter_name,Resting Treg cells - % of Treg
analysis_id,ur516jk66dof78h
mouse_life_stage,Early adult
parameter_id,MGP_MLN_010_001
gene_accession_id,MGI:1920564
gene_symbol,Lrrc69
pvalue,0.2844001
