mouse_strain,129SV
parameter_name,Total CD4+ T cells - % of CD45+
gene_accession_id,MGI:2684980
parameter_id,MGP_IMM_071_001
mouse_life_stage,Early adult
gene_symbol,Mms22l
pvalue,0.1629885
analysis_id,08de2px88qee7o7
