parameter_name,Body position
pvalue,0.9390028
gene_accession_id,MGI:2446186
analysis_id,jv85lf843fw4ibq
mouse_life_stage,Middle aged adult
parameter_id,ESLIM_008_001_001
mouse_strain,C57BL
gene_symbol,Lpgat1
