mouse_life_stage,Late adult
pvalue,0.2857877
mouse_strain,C57BL
parameter_id,MGP_PBI_001_001
parameter_name,Total T cell percentage
gene_accession_id,MGI:2140475
gene_symbol,AU040320
analysis_id,555t9a1g1rzv5b1
