gene_symbol,Col6a3
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:88461
analysis_id,u33y86y8w53u2jq
parameter_name,T cells - % of CD45+
pvalue,0.1750819
parameter_id,MGP_BMI_019_001
