gene_symbol,Kdm4c
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924054
pvalue,0.4747149
parameter_name,% Pre-pulse inhibition - PPI1
parameter_id,IMPC_ACS_033_001
analysis_id,ro0d3o82674738p
