parameter_id,JAXLA_CSD_041_002
parameter_name,Hindpaw - size
pvalue,0.2200553
gene_accession_id,MGI:2670995
gene_symbol,Trp53i11
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,csj41cizxw1w51e
