parameter_name,Creatinine
mouse_life_stage,Early adult
gene_symbol,Opn3
pvalue,0.5504745
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
gene_accession_id,MGI:1338022
analysis_id,s9ti752571q3e7t
