mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
parameter_id,ESLIM_011_001_009
pvalue,0.5142118
mouse_strain,C57BL
parameter_name,PP3 + pulse startle magnitude
analysis_id,6r4765qf7n894n9
gene_symbol,Dmap1
