mouse_life_stage,Middle aged adult
pvalue,0.6825856
parameter_id,MGP_IMM_082_001
mouse_strain,C57BL
parameter_name,Resting CD8+ T cells - % of CD45+
gene_accession_id,MGI:2140475
analysis_id,j6p5nf9qc075j0v
gene_symbol,AU040320
