mouse_life_stage,Middle aged adult
analysis_id,9p2cyob6n89622v
parameter_name,Periphery distance travelled
pvalue,0.1898102
gene_symbol,Slc30a4
mouse_strain,C57BL
gene_accession_id,MGI:1345282
parameter_id,HRWLLA_OFD_010_001
