parameter_id,MGP_IMM_022_001
pvalue,0.2944693
gene_symbol,Ola1
mouse_strain,C57BL
analysis_id,k215wl4es6vw39s
mouse_life_stage,Early adult
gene_accession_id,MGI:1914309
parameter_name,KLRG1+ gd T cells - % of gd T cells
