gene_symbol,Tbl1xr1
mouse_strain,C57BL
mouse_life_stage,Late adult
analysis_id,y61ve69379a4gh3
gene_accession_id,MGI:2441730
parameter_id,IMPC_GEO_011_001
pvalue,0.6980499
parameter_name,Blood Vessel Morphology
