gene_symbol,Tiprl
gene_accession_id,MGI:1915087
pvalue,0.7955287
parameter_id,IMPC_ECH_005_001
analysis_id,56v7a1l38vpug52
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Fractional Shortening
