mouse_life_stage,E9.5
pvalue,0.5185516
parameter_id,IMPC_CBC_025_001
gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_name,LDL-cholesterol
mouse_strain,C57BL
analysis_id,q0socl8354t97xb
