gene_symbol,Frmpd1
parameter_name,Follicular B Cells (CD21/35+)
pvalue,0.4474995
mouse_strain,C57BL
gene_accession_id,MGI:2446274
analysis_id,2n0dqb35bz6pdtv
parameter_id,IMPC_IMM_067_001
mouse_life_stage,Late adult
