mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_020_001
mouse_strain,C57BL
gene_symbol,Snap23
pvalue,0.07392547
gene_accession_id,MGI:109356
parameter_name,Eosinophil percentage
analysis_id,358nlz6g7ul2225
