gene_symbol,Snap23
parameter_name,Femur
analysis_id,172se17596keku7
mouse_strain,C57BL
pvalue,0.6748172
parameter_id,IMPC_XRY_024_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
