gene_symbol,Bmi1
analysis_id,8c8qm3whe26211p
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:88174
pvalue,0.9193849
parameter_name,Hindlimbs - shape
parameter_id,JAXLA_CSD_021_001
