gene_symbol,Bcs1l
parameter_id,IMPC_IMM_006_001
pvalue,0.8660739
parameter_name,Others
mouse_strain,C57BL
gene_accession_id,MGI:1914071
analysis_id,31rv59368t0yib8
mouse_life_stage,E9.5
