gene_symbol,Zmynd8
parameter_id,JAX_OFD_015_001
mouse_life_stage,Early adult
pvalue,0.5220883
analysis_id,p1tm5b358786x33
mouse_strain,C57BL
parameter_name,Center resting time
gene_accession_id,MGI:1918025
